Owned_Car,Owned_Realty,Total_Children,Total_Income,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status,Applicant_Gender_Encoded,Income_Type_Encoded,Education_Type_Encoded,Family_Status_Encoded,Housing_Type_Encoded
1,1,0,112500,1,0,1,0,2,57,13,0,1,1,1,0,4,1,1
1,1,0,112500,1,0,1,0,2,57,13,0,16,1,1,0,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,2,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,29,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,4,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,28,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,11,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,5,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,4,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,4,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,3,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,2,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,3,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,2,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,2,1,0,4,4,1,1
1,1,2,135000,1,0,0,0,4,44,9,0,4,1,0,4,4,1,1
0,1,1,211500,1,0,0,0,3,45,20,0,25,1,0,2,4,0,1
0,1,1,211500,1,0,0,0,3,45,20,0,12,1,0,2,4,0,1
1,1,0,360000,1,0,1,0,2,46,15,1,10,1,1,0,4,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,22,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,46,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,40,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,44,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,8,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,3,9,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,22,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,11,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,20,1,0,0,1,1,1
0,1,2,126000,1,0,0,1,4,34,5,0,40,1,0,0,1,1,1
0,1,0,247500,1,0,0,0,1,47,4,0,6,1,0,0,1,2,4
0,1,0,247500,1,0,0,0,1,47,4,0,5,1,0,0,1,2,4
0,1,0,247500,1,0,0,0,1,47,4,0,6,1,0,0,1,2,4
0,1,0,297000,1,0,0,0,1,43,9,0,8,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,37,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,37,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,35,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,21,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,21,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,20,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,18,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,17,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,16,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,15,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,14,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,13,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,13,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,13,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,13,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,11,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,10,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,1,9,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,8,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,7,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,6,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,6,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,6,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,5,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,5,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,4,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,2,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,2,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,1,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,2,1,0,0,4,3,4
0,1,0,297000,1,0,0,0,1,43,9,0,8,1,0,0,4,3,4
0,0,0,157500,1,0,1,0,2,38,14,3,13,1,0,0,1,1,1
0,0,0,157500,1,0,1,0,2,38,14,0,15,1,0,0,1,1,1
0,0,0,157500,1,0,1,0,2,38,14,3,13,1,0,0,1,1,1
0,0,0,157500,1,0,1,0,2,38,14,3,13,1,0,0,1,1,1
0,0,0,157500,1,0,1,0,2,38,14,3,13,1,0,0,1,1,1
0,1,0,135000,1,1,1,0,2,43,4,0,13,1,1,4,4,1,1
0,1,0,135000,1,1,1,0,2,43,4,0,13,1,1,4,4,1,1
0,1,0,135000,1,1,1,0,2,43,4,0,1,1,1,4,4,1,1
0,1,0,135000,1,1,1,0,2,43,4,0,13,1,1,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,5,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,40,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,40,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,4,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,16,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,29,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,27,1,0,4,4,1,1
1,1,0,135000,1,0,0,0,2,49,5,0,39,1,0,4,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,11,1,1,2,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,12,1,1,2,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,59,1,1,2,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,11,1,1,2,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,11,1,1,2,4,1,1
1,1,0,112500,1,0,1,0,2,58,7,0,17,1,1,2,4,1,1
1,1,0,270000,1,1,1,0,1,46,4,0,29,1,0,4,4,2,1
1,1,0,270000,1,1,1,0,1,46,4,0,7,1,0,4,4,2,1
1,1,0,270000,1,1,1,0,1,46,4,0,18,1,0,4,4,2,1
1,1,0,270000,1,1,1,0,1,46,4,0,20,1,0,4,4,2,1
1,1,0,270000,1,1,1,0,1,46,4,0,19,1,0,4,4,2,1
1,1,0,270000,1,0,0,1,2,30,3,0,4,1,0,4,1,1,1
1,1,0,270000,1,0,0,1,2,30,3,0,4,1,0,4,1,1,1
1,1,0,157500,1,0,0,0,2,28,3,0,23,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,11,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,11,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,11,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,6,1,1,4,4,1,1
0,1,0,166500,1,1,1,0,2,52,18,0,7,1,1,4,4,1,1
1,1,0,270000,1,0,0,1,2,55,30,0,22,1,0,0,4,1,1
1,1,0,225000,1,0,0,0,2,40,8,1,10,1,0,0,4,1,1
1,1,0,225000,1,0,0,0,2,40,8,0,16,1,0,0,4,1,1
0,1,0,315000,1,0,0,0,1,29,4,0,14,1,0,4,4,3,1
0,1,0,315000,1,0,0,0,1,29,4,0,14,1,0,4,4,3,1
0,1,2,157500,1,0,0,0,3,40,2,0,9,1,0,4,4,3,1
0,1,2,157500,1,0,0,0,3,40,2,0,4,1,0,4,4,3,1
0,1,0,148500,1,0,0,0,2,49,3,0,21,1,0,4,1,1,1
0,1,0,148500,1,0,0,0,2,49,3,0,19,1,0,4,1,1,1
0,1,0,148500,1,0,0,0,2,49,3,1,14,1,0,4,1,1,1
0,1,0,148500,1,0,0,0,2,49,3,1,14,1,0,4,1,1,1
0,1,0,148500,1,0,0,0,2,49,3,0,8,1,0,4,1,1,1
0,1,0,148500,1,0,0,0,2,49,3,0,12,1,0,4,1,1,1
0,1,2,202500,1,0,0,1,4,31,7,0,14,1,0,4,1,1,1
0,1,2,202500,1,0,0,1,4,31,7,1,42,1,0,4,1,1,1
0,1,2,202500,1,0,0,1,4,31,7,0,48,1,0,4,1,1,1
0,1,2,202500,1,0,0,1,4,31,7,0,14,1,0,4,1,1,1
0,1,2,202500,1,0,0,1,4,31,7,0,14,1,0,4,1,1,1
0,1,0,202500,1,1,0,0,1,25,3,0,10,1,1,4,4,3,1
0,1,0,202500,1,1,0,0,1,25,3,0,10,1,1,4,4,3,1
1,1,0,112500,1,0,1,1,1,21,3,0,1,1,0,0,4,3,1
1,1,0,315000,1,0,0,0,2,29,6,0,38,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,28,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,5,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,11,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,16,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,5,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,23,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,36,1,1,4,4,0,1
1,1,0,315000,1,0,0,0,2,29,6,0,38,1,1,4,4,0,1
1,1,0,270000,1,0,1,1,2,29,9,0,21,1,0,0,2,0,2
1,1,0,270000,1,0,1,1,2,29,9,0,24,1,0,0,2,0,2
1,1,1,450000,1,0,1,1,3,49,2,0,23,1,0,2,1,1,1
1,1,1,450000,1,0,1,1,3,49,2,0,24,1,0,2,1,1,1
0,1,1,180000,1,0,0,0,3,39,4,0,31,1,1,4,4,1,5
0,1,0,112500,1,0,0,1,2,28,9,0,44,1,0,4,1,0,1
0,1,0,112500,1,0,0,1,2,28,9,4,12,1,0,4,1,0,1
0,1,0,112500,1,0,0,1,2,28,9,0,17,1,0,4,1,0,1
0,1,0,90000,1,0,0,0,2,57,16,0,48,1,1,4,4,1,1
0,1,0,90000,1,0,0,0,2,57,16,0,3,1,1,4,4,1,1
1,0,2,202500,1,0,0,0,4,41,9,0,41,1,1,0,1,1,1
1,0,2,202500,1,0,0,0,4,41,9,0,40,1,1,0,1,1,1
1,1,0,247500,1,0,0,0,2,35,12,0,14,1,1,4,4,1,1
1,1,1,765000,1,1,0,0,3,34,4,2,2,0,1,4,1,1,1
1,1,1,765000,1,1,0,0,3,34,4,0,4,1,1,4,1,1,1
1,1,1,765000,1,1,0,0,3,34,4,0,4,1,1,4,1,1,1
0,1,1,270000,1,0,0,1,3,38,13,0,25,1,0,0,4,1,1
0,1,1,270000,1,0,0,1,3,38,13,0,15,1,0,0,4,1,1
0,1,1,270000,1,0,0,1,3,38,13,0,18,1,0,0,4,1,1
0,1,0,315000,1,0,0,0,1,37,2,0,29,1,0,4,1,2,1
0,1,0,315000,1,0,0,0,1,37,2,0,28,1,0,4,1,2,1
1,1,2,157500,1,0,1,0,4,36,12,0,39,1,1,4,4,1,5
1,1,2,157500,1,0,1,0,4,36,12,0,28,1,1,4,4,1,5
1,1,2,157500,1,0,1,0,4,36,12,0,31,1,1,4,4,1,5
1,1,2,157500,1,0,1,0,4,36,12,0,61,1,1,4,4,1,5
0,1,0,360000,1,0,0,0,2,42,8,0,8,1,1,0,4,1,1
0,1,0,360000,1,0,0,0,2,42,8,0,21,1,1,0,4,1,1
0,1,0,112500,1,0,0,1,2,25,1,1,3,1,0,0,1,1,1
0,0,0,135000,1,1,1,0,2,27,5,0,34,1,0,4,4,0,1
0,0,0,135000,1,1,1,0,2,27,5,0,12,1,0,4,4,0,1
1,0,0,315000,1,1,1,0,2,44,11,0,36,1,1,4,1,1,1
1,0,0,315000,1,1,1,0,2,44,11,1,25,1,1,4,1,1,1
1,0,0,315000,1,1,1,0,2,44,11,0,13,1,1,4,1,1,1
1,0,0,315000,1,1,1,0,2,44,11,0,8,1,1,4,1,1,1
1,0,0,315000,1,1,1,0,2,44,11,1,17,1,1,4,1,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,30,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,48,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,48,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,29,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,28,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,18,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,48,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,44,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,15,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,22,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,2,22,1,0,4,4,1,1
0,0,0,180000,1,0,0,0,2,54,8,0,48,1,0,4,4,1,1
0,0,0,157500,1,0,1,0,2,36,9,0,13,1,0,4,4,1,1
0,0,0,157500,1,0,1,0,2,36,9,0,17,1,0,4,4,1,1
0,0,0,157500,1,0,1,0,2,36,9,0,17,1,0,4,4,1,1
0,0,0,157500,1,0,1,0,2,36,9,0,17,1,0,4,4,1,1
0,0,0,157500,1,0,1,0,2,36,9,0,17,1,0,4,4,1,1
1,0,0,229500,1,0,0,0,2,51,4,1,49,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,1,34,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,0,13,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,1,38,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,1,12,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,0,35,1,1,4,2,1,0
1,0,0,229500,1,0,0,0,2,51,4,0,32,1,1,4,2,1,0
0,0,0,270000,1,1,1,0,2,49,16,1,3,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,6,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,17,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,17,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,23,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,17,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,0,34,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,49,16,1,29,1,0,4,1,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,7,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,8,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,46,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,2,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,7,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,21,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,3,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,6,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,22,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,22,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,42,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,1,45,1,0,2,4,1,1
0,0,0,292500,1,1,1,0,2,58,24,0,4,1,0,2,4,1,1
0,0,0,270000,1,1,1,0,2,34,3,0,23,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,34,3,1,57,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,34,3,0,7,1,0,4,1,1,1
0,0,0,270000,1,1,1,0,2,34,3,0,7,1,0,4,1,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,28,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,48,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,41,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,51,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,28,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,48,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,21,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,36,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,48,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,14,1,0,4,4,1,1
1,0,0,225000,1,1,0,0,2,41,3,0,31,1,0,4,4,1,1
1,0,0,157500,1,0,1,0,2,30,3,0,21,1,1,4,2,1,5
1,0,0,157500,1,0,1,0,2,30,3,0,15,1,1,4,2,1,5
1,0,0,157500,1,0,1,0,2,30,3,0,34,1,1,4,2,1,5
1,0,0,157500,1,0,1,0,2,30,3,0,11,1,1,4,2,1,5
0,0,0,74250,1,0,1,0,1,53,15,0,35,1,0,4,1,2,2
0,0,0,74250,1,0,1,0,1,53,15,0,8,1,0,4,1,2,2
0,0,0,74250,1,0,1,0,1,53,15,0,9,1,0,4,1,2,2
1,0,1,135000,1,1,0,0,3,28,3,0,27,1,1,4,4,1,1
1,0,1,135000,1,1,0,0,3,28,3,0,10,1,1,4,4,1,1
1,0,1,135000,1,1,0,0,3,28,3,0,27,1,1,4,4,1,1
1,0,1,135000,1,1,0,0,3,28,3,0,13,1,1,4,4,1,1
1,0,1,135000,1,1,0,0,3,28,3,0,23,1,1,4,4,1,1
0,0,0,144000,1,0,0,0,1,44,25,0,7,1,0,4,4,3,1
0,0,0,144000,1,0,0,0,1,44,25,0,8,1,0,4,4,3,1
0,0,0,144000,1,0,0,0,1,44,25,0,8,1,0,4,4,3,1
0,0,0,202500,1,0,1,0,2,40,4,0,20,1,0,2,1,1,5
0,0,0,202500,1,0,1,0,2,40,4,1,21,1,0,2,1,1,5
0,0,0,202500,1,0,1,0,2,40,4,0,9,1,0,2,1,1,5
0,0,0,202500,1,0,1,0,2,40,4,1,16,1,0,2,1,1,5
1,0,0,337500,1,1,1,0,2,29,5,0,36,1,1,2,1,1,5
1,0,0,337500,1,1,1,0,2,29,5,0,16,1,1,2,1,1,5
1,0,0,337500,1,1,1,0,2,29,5,0,18,1,1,2,1,1,5
1,0,0,337500,1,1,1,0,2,29,5,0,27,1,1,2,1,1,5
1,0,0,337500,1,1,1,0,2,29,5,0,35,1,1,2,1,1,5
0,0,0,180000,1,0,1,0,2,41,7,0,29,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,30,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,26,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,41,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,30,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,16,1,1,0,4,1,2
0,0,0,180000,1,0,1,0,2,41,7,0,27,1,1,0,4,1,2
0,0,0,130500,1,0,1,0,2,42,14,0,21,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,41,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,41,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,40,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,59,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,17,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,31,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,25,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,9,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,21,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,10,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,35,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,40,1,0,4,4,0,1
0,0,0,130500,1,0,1,0,2,42,14,0,31,1,0,4,4,0,1
0,0,0,193500,1,0,1,0,1,45,6,1,22,1,0,4,4,3,2
0,0,0,193500,1,0,1,0,1,45,6,1,33,1,0,4,4,3,2
0,0,0,193500,1,0,1,0,1,45,6,0,13,1,0,4,4,3,2
0,0,0,193500,1,0,1,0,1,45,6,0,9,1,0,4,4,3,2
1,0,0,267750,1,0,1,0,2,58,13,0,17,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,18,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,11,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,18,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,15,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,18,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,15,1,1,4,1,1,1
1,0,0,267750,1,0,1,0,2,58,13,0,17,1,1,4,1,1,1
0,0,0,139500,1,0,0,0,1,45,20,0,10,1,0,4,1,2,1
0,0,0,139500,1,0,0,0,1,45,20,0,17,1,0,4,1,2,1
0,0,0,139500,1,0,0,0,1,45,20,0,17,1,0,4,1,2,1
0,0,0,67500,1,1,1,0,2,52,15,0,13,1,1,4,4,1,1
0,0,0,67500,1,1,1,0,2,52,15,3,10,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,35,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,35,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,29,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,29,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,16,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,24,1,1,4,4,1,1
1,0,0,252000,1,0,0,0,2,30,7,0,10,1,1,4,4,1,1
0,0,0,180000,1,0,1,0,2,58,1,0,31,1,1,0,3,1,1
